country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-02-19,-37,-12,110,-45,-47,13
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-02-20,-44,-12,94,-34,-14,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-02-21,-30,-11,140,-28,-11,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-02-22,-30,-10,87,-38,-33,12
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-02-23,-33,-9,58,-39,-33,12
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-02-24,-35,-10,61,-40,-31,12
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-02-25,-33,-7,82,-38,-30,12
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-02-26,-31,-4,68,-38,-31,12
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-02-27,-38,-2,128,-28,-7,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-02-28,-23,-8,135,-26,-7,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-01,-5,-4,82,-31,-31,10
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-02,-11,-3,96,-31,-31,10
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-03,-15,-5,59,-33,-31,10
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-04,-14,-4,87,-32,-30,10
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-05,-17,-6,111,-31,-31,10
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-06,-25,-4,52,-31,-4,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-07,-18,-9,85,-28,-4,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-08,-12,-6,90,-32,-32,10
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-09,-16,-5,112,-31,-32,10
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-10,-20,-8,30,-36,-30,11
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-11,-24,-10,4,-38,-31,12
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-12,-22,-7,38,-36,-30,11
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-13,-27,-6,10,-36,-4,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-14,-16,-10,66,-29,-5,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-15,-13,-8,48,-30,-30,10
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-16,-14,-5,120,-26,-30,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-17,-16,-6,77,-30,-28,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-18,-15,-5,99,-29,-27,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-19,-18,-6,94,-31,-28,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-20,-25,-5,60,-30,-3,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-21,-13,-7,140,-20,-1,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-22,-14,-8,74,-31,-29,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-23,-15,-6,96,-28,-29,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-24,-17,-6,76,-30,-27,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-25,-14,-3,113,-27,-26,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-26,-18,-5,101,-30,-26,8
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-27,-22,-2,81,-25,-1,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-28,-19,-12,42,-32,-4,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-29,2,1,127,-33,-44,10
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-30,7,9,296,-24,-44,8
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-03-31,23,33,250,-17,-46,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-01,-46,-21,320,-41,-80,16
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-02,-56,-33,297,-49,-80,16
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-03,-9,14,205,-9,0,-1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-04,-46,-24,100,-22,-12,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-05,-53,-23,68,-49,-81,21
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-06,4,12,87,-21,-28,7
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-07,-7,0,74,-26,-27,8
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-08,-10,-2,72,-27,-26,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-09,-12,-3,87,-30,-26,8
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-10,-15,-1,127,-22,3,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-11,-18,-12,-7,-36,-7,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-12,-4,-4,80,-24,-26,8
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-13,-6,-1,98,-24,-26,7
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-14,-6,-2,116,-24,-25,7
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-15,-6,-1,141,-25,-23,7
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-16,-9,-2,176,-26,-24,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-17,-14,-1,166,-18,4,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-18,0,-5,197,-12,4,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-19,1,-1,184,-20,-24,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-20,0,2,213,-17,-24,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-21,0,-1,79,-23,-23,7
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-22,0,0,111,-22,-21,7
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-23,-4,-3,137,-22,-21,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-24,-5,0,162,-12,6,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-25,6,-3,137,-15,3,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-26,4,-3,127,-17,-22,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-27,3,1,160,-17,-22,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-28,4,2,117,-18,-20,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-29,26,26,169,-5,-20,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-04-30,-45,-31,230,-47,-78,17
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-01,6,10,178,-10,0,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-02,11,-2,127,-8,1,0
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-03,8,2,108,-16,-22,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-04,-2,-2,46,-23,-22,7
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-05,0,0,52,-21,-20,7
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-06,6,1,86,-17,-18,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-07,3,-1,113,-17,-18,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-08,2,3,139,-12,6,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-09,19,4,152,-7,5,0
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-10,8,0,126,-13,-19,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-11,7,4,106,-12,-19,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-12,21,17,139,-2,-18,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-13,-27,-19,308,-35,-79,16
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-14,13,1,277,-28,-62,11
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-15,-2,-2,161,-3,-5,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-16,9,-3,124,0,0,-1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-17,10,1,125,-11,-18,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-18,8,3,141,-11,-17,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-19,6,1,125,-14,-15,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-20,10,4,153,-13,-15,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-21,5,1,144,-13,-16,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-22,0,6,106,-10,2,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-23,-25,-14,142,-16,-11,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-24,-35,-17,177,-40,-80,17
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-25,13,12,78,-12,-15,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-26,5,2,56,-17,-14,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-27,11,5,145,-12,-12,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-28,10,0,205,-10,-11,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-29,4,1,260,4,13,-2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-30,20,3,290,4,9,-2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-05-31,28,13,238,-6,-14,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-01,21,13,207,-8,-14,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-02,16,10,171,-9,-14,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-03,17,10,155,-9,-13,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-04,22,10,274,-4,-12,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-05,-22,-9,297,8,2,-2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-06,24,12,200,2,7,-2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-07,21,11,186,-11,-16,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-08,19,11,249,-7,-15,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-09,17,9,232,-10,-14,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-10,20,12,268,-8,-12,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-11,13,4,224,-8,-14,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-12,4,1,175,2,11,-2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-13,14,0,195,0,6,-1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-14,18,6,134,-12,-16,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-15,19,9,203,-9,-14,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-16,19,8,244,-7,-14,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-17,19,10,336,-4,-14,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-18,12,2,299,-6,-14,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-19,4,2,265,8,7,-3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-20,9,0,113,-7,1,0
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-21,22,7,150,-8,-16,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-22,20,8,239,-5,-16,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-23,17,7,296,-6,-14,0
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-24,22,9,269,-4,-14,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-25,13,0,253,-8,-13,0
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-26,2,1,207,13,10,-4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-27,16,1,195,6,2,-2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-28,24,9,317,-4,-25,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-29,21,7,295,-8,-25,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-06-30,26,13,193,-8,-24,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-01,28,13,265,-5,-25,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-02,11,0,215,-11,-26,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-03,4,3,162,19,2,-3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-04,21,2,267,15,-2,-3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-05,28,11,238,-9,-33,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-06,27,13,257,-8,-33,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-07,28,13,283,-4,-32,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-08,21,8,339,-7,-33,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-09,10,-2,292,-13,-32,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-10,3,2,212,16,-2,-4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-11,19,2,292,15,-4,-3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-12,33,12,432,-7,-47,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-13,29,12,473,-9,-46,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-14,25,9,486,-11,-46,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-15,26,10,521,-11,-46,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-16,9,-4,469,-14,-46,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-17,5,3,329,23,-5,-6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-18,20,2,266,16,-11,-2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-19,34,11,472,-10,-61,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-20,34,12,438,-14,-61,7
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-21,29,6,429,-15,-61,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-22,27,8,516,-15,-61,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-23,9,-6,441,-17,-60,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-24,0,-2,359,20,-6,-6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-25,14,-1,216,6,-11,-1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-26,31,9,383,-16,-62,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-27,30,10,460,-16,-62,8
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-28,29,7,338,-20,-61,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-29,29,6,311,-21,-61,9
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-30,18,0,311,-20,-59,7
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-07-31,7,3,186,14,-4,-3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-01,27,5,226,11,-5,-1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-02,39,14,338,-6,-45,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-03,36,14,383,-7,-46,6
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-04,33,12,366,-7,-44,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-05,30,10,396,-8,-43,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-06,18,1,295,-10,-42,5
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-07,4,1,144,16,0,-1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-08,25,6,160,10,0,1
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-09,29,13,232,-2,-26,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-10,24,12,249,-3,-25,4
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-11,22,10,280,-1,-24,3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-12,23,10,322,0,-23,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-13,17,4,280,-1,-22,2
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-14,12,4,200,18,4,-3
DK,Denmark,Central Denmark Region,,,DK-82,,ChIJdQCVe2YPTEYRMFSorMmvAAM,2021-08-15,26,5,204,16,1,-1
DK,Denmark,Central Denmark Region,Aarhus Municipality,,,,ChIJqdQeVLlMTEYRXbXPMBJmWA4,2021-01-01,-81,-78,15,-67,-88,20
DK,Denmark,Central Denmark Region,Aarhus Municipality,,,,ChIJqdQeVLlMTEYRXbXPMBJmWA4,2021-01-02,-60,-24,17,-55,-32,11
DK,Denmark,Central Denmark Region,Aarhus Municipality,,,,ChIJqdQeVLlMTEYRXbXPMBJmWA4,2021-01-03,-54,-26,7,-57,-29,11
DK,Denmark,Central Denmark Region,Aarhus Municipality,,,,ChIJqdQeVLlMTEYRXbXPMBJmWA4,2021-01-04,-43,-18,1,-54,-48,17
DK,Denmark,Central Denmark Region,Aarhus Municipality,,,,ChIJqdQeVLlMTEYRXbXPMBJmWA4,2021-01-05,-46,-18,-1,-54,-48,18
DK,Denmark,Central Denmark Region,Aarhus Municipality,,,,ChIJqdQeVLlMTEYRXbXPMBJmWA4,2021-01-06,-52,-25,-9,-57,-51,19
DK,Denmark,Central Denmark Region,Aarhus Municipality,,,,ChIJqdQeVLlMTEYRXbXPMBJmWA4,2021-01-07,-52,-21,3,-55,-50,20
DK,Denmark,Central Denmark Region,Aarhus Municipality,,,,ChIJqdQeVLlMTEYRXbXPMBJmWA4,2021-01-08,-53,-26,0,-58,-49,20
DK,Denmark,Central Denmark Region,Aarhus Municipality,,,,ChIJqdQeVLlMTEYRXbXPMBJmWA4,2021-01-09,-59,-25,32,-59,-27,11
